35,81
35,82
35,89
35,91
35,102
35,108
36,4
36,7
36,8
36,10
36,11
36,13
36,15
36,16
36,17
36,18
36,20
36,23
36,24
36,25
36,28
36,29
36,30
36,31
36,33
36,34
36,35
36,40
36,41
36,42
36,43
36,44
36,46
36,48
36,49
36,51
36,53
36,56
36,58
36,60
36,61
36,64
36,65
36,66
36,68
36,70
36,71
36,72
36,75
36,76
36,77
36,79
36,80
36,81
36,82
36,83
36,85
36,87
36,88
36,90
36,91
36,93
36,94
36,102
36,105
36,108
36,109
36,165
37,15
38,8
38,85
39,29
39,38
39,135
40,15
40,34
40,36
40,51
40,75
40,81
40,89
40,91
40,108
41,15
41,36
41,89
42,10
42,15
42,34
42,36
42,85
43,15
43,20
43,23
43,33
43,34
43,36
43,51
43,66
43,80
43,89
43,91
44,15
44,33
44,34
44,36
44,51
44,67
44,81
44,108
44,151
45,25
45,76
46,4
46,10
46,15
46,33
46,34
46,35
46,36
46,50
46,51
46,60
46,66
46,79
46,81
46,82
46,89
46,90
46,91
46,102
47,15
47,51
47,89
48,10
48,15
48,33
48,34
48,36
48,51
48,60
48,79
48,81
48,91
48,94
49,23
49,36
49,51
49,66
49,75
49,81
49,89
50,4
50,15
50,33
50,34
50,60
50,72
50,79
50,91
51,2
51,3
51,4
51,6
51,8
51,10
51,11
51,13
51,14
51,15
51,16
51,17
51,19
51,20
51,21
51,22
51,23
51,24
51,25
51,27
51,28
51,29
51,30
51,31
51,33
51,34
51,35
51,36
51,40
51,43
51,46
51,47
51,48
51,49
51,53
51,56
51,57
51,59
51,60
51,64
51,65
51,66
51,68
51,69
51,70
51,71
51,72
51,73
51,74
51,75
51,78
51,79
51,80
51,81
51,82
51,83
51,84
51,85
51,86
51,89
51,90
51,91
51,93
51,94
51,96
51,102
51,103
51,105
51,108
51,109
51,114
51,119
51,122
51,123
51,146
51,165
52,15
52,91
52,105
53,10
53,23
53,30
53,34
53,36
53,51
53,60
53,75
53,89
55,8
55,143
56,23
56,30
56,34
56,36
56,51
56,53
56,75
56,89
57,51
58,15
58,34
58,36
58,75
58,89
59,2
59,51
59,81
59,90
60,2
60,4
60,6
60,10
60,13
60,15
60,23
60,25
60,28
60,30
60,33
60,34
60,35
60,36
60,43
60,50
60,51
60,53
60,66
60,75
60,79
60,81
60,89
60,90
60,91
60,102
60,103
60,108
61,8
61,10
61,29
61,35
61,36
61,79
62,33
62,79
62,82
63,29
64,10
64,15
64,23
64,30
64,31
64,34
64,36
64,51
64,66
64,79
64,81
64,89
64,108
65,17
65,23
65,31
65,36
65,51
65,66
65,89
66,9
66,10
66,15
66,23
66,30
66,31
66,33
66,34
66,35
66,36
66,43
66,49
66,51
66,56
66,60
66,64
66,65
66,68
66,71
66,75
66,79
66,80
66,81
66,86
66,89
66,91
66,101
66,102
66,108
66,145
66,149
66,152
66,156
67,15
67,44
67,151
68,23
68,31
68,36
68,51
68,89
69,23
69,51
70,10
70,15
70,34
70,35
70,36
70,51
70,75
70,79
70,81
71,23
71,31
71,36
71,49
71,51
71,66
71,68
71,81
71,89
72,4
72,15
72,36
72,48
72,50
72,51
72,75
72,79
72,81
72,82
72,91
72,94
72,163
73,23
73,51
74,51
74,81
75,2
75,4
75,6
75,10
75,15
75,16
75,23
75,25
75,28
75,29
75,31
75,34
75,35
75,36
75,49
75,51
75,53
75,56
75,58
75,60
75,66
75,70
75,79
75,80
75,81
75,85
75,89
75,90
75,91
75,94
75,102
75,108
76,10
76,15
76,25
76,29
76,36
76,45
76,70
76,77
76,79
77,10
77,11
77,15
77,26
77,29
77,34
77,76
77,87
78,25
78,36
78,51
79,2
79,4
79,8
79,10
79,15
79,16
79,23
79,28
79,29
79,30
79,31
79,32
79,33
79,34
79,35
79,36
79,44
79,46
79,48
79,50
79,51
79,60
79,61
79,62
79,64
79,66
79,70
79,72
79,76
79,81
79,82
79,85
79,89
79,90
79,91
79,93
79,94
79,100
79,102
79,108
79,110
79,116
79,118
79,126
79,127
79,136
79,140
79,163
80,10
80,15
80,21
80,23
80,31
80,34
80,35
80,36
80,51
80,66
80,75
80,81
80,89
80,91
80,102
80,108
81,10
81,15
81,16
81,25
81,33
81,34
81,35
81,36
81,41
81,46
81,51
81,58
81,60
81,66
81,75
81,79
81,80
81,82
81,89
81,90
81,91
81,102
81,108
82,2
82,4
82,8
82,10
82,13
82,15
82,23
82,28
82,32
82,33
82,34
82,35
82,36
82,46
82,51
82,60
82,62
82,79
82,81
82,89
82,90
82,91
82,102
82,108
83,10
83,16
83,25
83,34
83,36
83,51
83,89
84,34
84,36
84,89
84,91
85,8
85,10
85,15
85,18
85,33
85,34
85,36
85,42
85,44
85,51
85,60
85,61
85,67
85,70
85,75
85,79
85,91
85,94
85,151
86,23
86,31
86,49
86,51
86,66
86,89
87,8
87,10
87,15
87,29
87,35
87,39
87,61
87,79
87,92
87,167
88,15
88,16
88,25
88,34
88,36
89,4
89,6
89,10
89,13
89,15
89,16
89,17
89,19
89,20
89,23
89,24
89,25
89,27
89,28
89,30
89,31
89,33
89,34
89,35
89,36
89,40
89,41
89,43
89,46
89,47
89,48
89,49
89,50
89,51
89,53
89,56
89,58
89,60
89,64
89,65
89,66
89,68
89,71
89,75
89,79
89,80
89,81
89,82
89,83
89,86
89,90
89,91
89,93
89,94
89,101
89,102
89,103
89,108
89,109
90,15
90,25
90,33
90,34
90,36
90,46
90,51
90,60
90,75
90,79
90,81
90,82
90,89
90,91
90,102
91,4
91,10
91,15
91,20
91,23
91,24
91,25
91,33
91,34
91,35
91,36
91,40
91,43
91,46
91,48
91,50
91,51
91,52
91,60
91,66
91,72
91,75
91,79
91,80
91,81
91,82
91,84
91,85
91,89
91,90
91,93
91,94
91,100
91,102
91,105
91,108
91,111
91,115
91,120
91,121
91,125
92,29
92,87
92,133
93,10
93,15
93,34
93,36
93,51
93,79
93,89
94,8
94,10
94,15
94,18
94,25
94,33
94,34
94,35
94,36
94,51
94,61
94,72
94,79
94,85
94,91
95,29
95,76
95,87
95,97
95,104
95,167
95,168
96,51
97,29
97,95
97,160
98,8
99,29
100,79
100,91
101,23
101,31
101,49
101,66
101,89
102,10
102,15
102,33
102,34
102,36
102,41
102,46
102,51
102,60
102,75
102,79
102,81
102,82
102,89
102,90
102,91
103,15
103,51
103,60
103,89
103,102
104,29
104,87
104,95
105,15
105,34
105,36
105,52
105,91
106,15
107,16
107,25
108,4
108,8
108,10
108,15
108,33
108,34
108,36
108,51
108,58
108,64
108,75
108,79
108,80
108,81
108,89
108,90
108,91
109,15
109,34
109,36
109,51
109,89
110,79
111,91
111,115
112,18
114,51
115,91
115,111
116,79
117,33
117,158
118,79
119,51
120,10
120,15
120,91
121,91
122,51
123,15
123,51
124,8
125,15
125,91
125,103
126,79
127,79
128,33
128,142
129,15
130,15
131,87
132,8
133,131
134,7
134,15
134,102
135,92
136,79
137,8
138,15
139,15
140,79
141,8
141,132
142,33
143,8
143,132
144,15
145,66
146,51
147,23
148,25
149,66
150,25
150,161
151,67
151,85
152,66
153,23
154,23
155,23
156,66
157,29
158,33
159,29
160,97
161,25
162,29
162,164
163,72
163,79
164,162
165,36
165,51
165,102
166,29
167,29
167,87
167,95
168,29
168,95
168,162
